domain isSpeech zcr_wl0.005s zcr_wl0.035s le_0-8000Hz_wl0.005s le_0-4000Hz_wl0.005s le_4000-8000Hz_wl0.005s le_0-2000Hz_wl0.005s le_2000-4000Hz_wl0.005s le_4000-6000Hz_wl0.005s le_6000-8000Hz_wl0.005s le_0-1000Hz_wl0.005s le_1000-2000Hz_wl0.005s le_2000-3000Hz_wl0.005s le_3000-4000Hz_wl0.005s le_4000-5000Hz_wl0.005s le_5000-6000Hz_wl0.005s le_6000-7000Hz_wl0.005s le_7000-8000Hz_wl0.005s le_0-8000Hz_wl0.035s le_0-4000Hz_wl0.035s le_4000-8000Hz_wl0.035s le_0-2000Hz_wl0.035s le_2000-4000Hz_wl0.035s le_4000-6000Hz_wl0.035s le_6000-8000Hz_wl0.035s le_0-1000Hz_wl0.035s le_1000-2000Hz_wl0.035s le_2000-3000Hz_wl0.035s le_3000-4000Hz_wl0.035s le_4000-5000Hz_wl0.035s le_5000-6000Hz_wl0.035s le_6000-7000Hz_wl0.035s le_7000-8000Hz_wl0.035s se_0-8000Hz_wl0.005s se_0-4000Hz_wl0.005s se_4000-8000Hz_wl0.005s se_0-2000Hz_wl0.005s se_2000-4000Hz_wl0.005s se_4000-6000Hz_wl0.005s se_6000-8000Hz_wl0.005s se_0-1000Hz_wl0.005s se_1000-2000Hz_wl0.005s se_2000-3000Hz_wl0.005s se_3000-4000Hz_wl0.005s se_4000-5000Hz_wl0.005s se_5000-6000Hz_wl0.005s se_6000-7000Hz_wl0.005s se_7000-8000Hz_wl0.005s se_0-8000Hz_wl0.035s se_0-4000Hz_wl0.035s se_4000-8000Hz_wl0.035s se_0-2000Hz_wl0.035s se_2000-4000Hz_wl0.035s se_4000-6000Hz_wl0.035s se_6000-8000Hz_wl0.035s se_0-1000Hz_wl0.035s se_1000-2000Hz_wl0.035s se_2000-3000Hz_wl0.035s se_3000-4000Hz_wl0.035s se_4000-5000Hz_wl0.035s se_5000-6000Hz_wl0.035s se_6000-7000Hz_wl0.035s se_7000-8000Hz_wl0.035s
buckeye 1 0.0748581085073 0.0775731216354 0.866138935089 0.898462533951 0.690485239029 0.918406963348 1.180321455 0.713718414307 0.853033065796 1.0571436882 1.19154024124 1.15280365944 1.18690145016 0.782000899315 0.729180216789 1.19760048389 1.36926114559 6.23452091217 6.21528053284 4.88817977905 6.1719083786 5.21269989014 4.79131507874 4.21652412415 6.09588384628 5.48229837418 5.10512828827 4.61950349808 4.6174454689 4.31750583649 4.02688074112 3.77101349831 5.90746068954 5.30985307693 5.71187734604 4.58510446548 4.86455726624 4.88335561752 4.63625097275 3.90997767448 3.99666070938 3.79004907608 4.03383970261 3.98021197319 3.94458580017 3.9109017849 3.79368543625 6.37989711761 5.66334152222 5.80609083176 4.86948394775 4.88502454758 4.95243406296 4.84760522842 4.02361440659 3.97868847847 4.03872108459 3.92398881912 3.96965360641 4.05178833008 3.89951729774 3.90310311317
buckeye 0 0.185198177348 0.157815638088 0.950574874878 0.993774414062 1.04223012924 1.16280245781 1.64651155472 1.39264559746 0.774445056915 1.17564606667 1.75453591347 1.72003054619 1.85750007629 1.89141917229 1.2769343853 1.0250685215 0.903375506401 6.91054344177 6.89427661896 5.48204374313 6.81880235672 6.10492944717 5.37230396271 4.87774372101 6.75084972382 6.02366828918 5.93429994583 5.75771474838 4.92616987228 5.18581581116 4.75450611115 4.28050613403 6.31032037735 5.57294511795 5.48985719681 4.60699987411 4.81697034836 4.67614221573 4.75734710693 3.75561571121 3.77986693382 3.73910236359 3.95971989632 3.80819392204 3.94551873207 4.04746055603 3.71853518486 6.3238067627 5.61430025101 5.77410697937 4.7208533287 4.77961778641 4.94950246811 4.73945665359 3.80531477928 3.97373580933 3.68944406509 3.9423084259 3.99256396294 4.01650762558 3.78077578545 3.89323043823
buckeye 1 0.0883255536342 0.0757052669437 4.04537248611 4.07616090775 1.66420698166 4.18346595764 2.71778297424 1.35086297989 2.32995581627 4.54307842255 4.52364015579 3.06331682205 2.38228988647 1.54866588116 1.47846150398 2.48471879959 2.06782722473 10.3613977432 10.3568878174 8.38693332672 10.3500394821 8.57899951935 8.16301822662 8.00711154938 10.3124523163 9.45693397522 8.40316295624 8.1438293457 7.93647670746 7.80188655853 7.73214244843 7.70632314682 4.66555356979 4.5577173233 5.76113796234 4.37849235535 4.48915815353 4.93731021881 4.70650243759 3.94650411606 3.53107833862 3.84000039101 3.73040246964 3.98779964447 3.96610689163 3.87735033035 3.78011918068 5.89801931381 5.22051239014 6.01094675064 4.61308860779 4.98930978775 5.03769683838 5.04013252258 3.91084504128 3.71959257126 4.02461957932 4.07572793961 4.08478784561 4.08574819565 4.08405733109 4.08290672302
buckeye 1 0.364482252917 0.388355097232 3.37191939354 3.41501379013 3.70276856422 2.05257582664 4.80454874039 3.98486423492 3.3505396843 1.40424323082 3.57003259659 5.47782516479 4.70513629913 4.28061294556 4.07171106339 3.18161439896 4.12240362167 9.00342845917 8.85531997681 8.46679401398 7.54252004623 8.83379173279 8.30026912689 7.97572660446 6.90188503265 7.44469976425 8.20794868469 8.71995830536 8.13945674896 7.83484745026 7.92911148071 6.99467658997 6.24919271469 5.27213764191 5.65228462219 4.81098079681 4.55692720413 4.84887313843 4.75418615341 3.97513389587 3.87522435188 3.67133593559 3.78067851067 3.95478892326 3.85326433182 3.98840045929 3.78120350838 6.55506563187 5.50351285934 5.70007514954 4.83820819855 4.81535577774 4.85487174988 4.62635660172 3.92510724068 3.9779484272 3.94700884819 3.88302707672 3.96356248856 3.8837685585 3.80019831657 3.91491341591
buckeye 1 0.0379390583701 0.0285044836499 5.53458404541 5.61834144592 4.87185525894 5.66323804855 5.7798614502 5.5245552063 2.60616827011 5.69711112976 7.42437171936 5.23987865448 6.16961145401 6.53266143799 4.58780384064 2.70527100563 2.82643675804 9.94280719757 9.93925189972 7.86371803284 9.93419265747 8.027967453 7.63108778 7.49422073364 9.92259788513 8.40440559387 7.87811851501 7.52158975601 7.37461996078 7.31645345688 7.23188257217 7.17716407776 4.14831924438 3.96111130714 4.67744350433 3.69431304932 4.48131036758 4.33608007431 4.73063898087 3.2819340229 3.3469645977 3.4767999649 3.65029597282 3.76748681068 3.35429739952 3.65614008904 3.86279702187 5.70672798157 4.97212219238 6.00640630722 4.32293796539 4.97425985336 5.02714014053 5.03893709183 3.64404606819 3.98200631142 4.01438713074 4.08228683472 4.07413911819 4.06829023361 4.07838439941 4.08731460571
buckeye 1 0.0294169765813 0.102719459988 2.96022319794 3.03582620621 2.17092823982 3.28787970543 2.79862117767 2.37604522705 1.8793939352 3.32916259766 3.0134806633 2.95767354965 2.96996307373 2.8939602375 1.89809298515 2.23489117622 1.36281633377 9.27125358582 9.23043346405 8.31588745117 8.9582452774 8.90187549591 8.28254699707 7.19459676743 8.90596294403 8.0509185791 8.08955001831 8.83700561523 8.21615886688 7.54187440872 7.16904258728 5.9885187149 5.47101068497 4.91312408447 5.37626171112 4.02580499649 4.90187311172 4.62921476364 4.59760713577 3.29986166954 3.81565570831 3.9284081459 3.98262143135 3.89926052094 3.97100830078 3.91066718102 3.71250867844 6.38352203369 5.74425983429 5.31056785583 4.75573778152 4.77899456024 4.56733608246 4.55748176575 4.01638650894 3.87423563004 3.93345928192 3.96348762512 3.76927828789 3.66035723686 3.90040373802 3.82165169716
buckeye 1 0.0201815453465 0.0502639816637 1.80831217766 2.0369412899 2.42716264725 2.18042397499 2.05953359604 2.88514518738 2.36597681046 2.3280608654 2.91273117065 2.14254140854 2.28925395012 3.43109226227 2.69470071793 2.10478186607 2.84597849846 7.03633022308 7.02831077576 5.2993927002 7.02705907822 4.50836372375 4.93089580536 5.06434249878 7.02614212036 4.40384721756 4.00038003922 4.35796117783 4.3857088089 4.79179382324 4.90429639816 4.5576543808 5.02323627472 3.93354082108 5.86165475845 3.41680192947 4.84232473373 4.94423103333 4.82277202606 3.11163711548 3.89226651192 3.91172289848 3.89142799377 3.92708325386 4.05059909821 3.86307859421 4.04163742065 5.30054855347 3.99519920349 5.84773349762 3.38927268982 4.89148521423 4.88657522202 4.86604499817 2.98583769798 3.90121555328 3.96190571785 3.96928071976 3.94055557251 3.99293541908 3.93738102913 3.91709423065
buckeye 0 0.0 0.0802738717105 1.60908555984 1.80751514435 0.636356115341 1.95174837112 0.705782413483 0.773453950882 0.838579177856 2.17456579208 1.16872024536 1.45561313629 0.43155503273 0.729001522064 1.52128815651 1.023188591 1.14924442768 6.97748470306 6.96197652817 5.53064155579 6.94695043564 5.50926494598 5.4427280426 4.80072402954 6.93725299835 5.30584812164 5.16919994354 5.24433422089 5.33577489853 4.8016295433 4.63089990616 4.38528108597 5.40981531143 4.39848613739 5.76723194122 3.763641119 4.73978090286 4.95568132401 4.81348419189 3.15869903564 3.94261646271 3.8230342865 3.96382331848 4.0716791153 4.07074832916 3.90532183647 3.81529045105 6.00453615189 5.09502315521 5.7655172348 4.1777009964 4.94940519333 4.89073991776 4.8634314537 3.49015498161 3.98290705681 3.9576458931 3.97584080696 4.01471138 3.98217153549 3.89625597 3.95081925392
buckeye 1 0.0736669481107 0.053551488728 3.41705942154 3.49151992798 0.6206407547 3.54841089249 2.81072902679 0.59085726738 1.41015684605 3.59177732468 2.73772907257 3.44908714294 1.83229100704 0.744858503342 0.995031237602 1.67229855061 0.52807533741 8.62415122986 8.62378692627 5.57132863998 8.56766223907 7.80313682556 5.45138597488 4.97532558441 8.53828811646 7.38525819778 7.79482793808 6.09239625931 5.31557607651 4.92141532898 4.77358818054 4.61680555344 4.54914140701 4.3713850975 5.7321600914 3.85040640831 4.1556801796 4.88792419434 4.64404821396 3.5133869648 3.56102466583 3.58544802666 3.75174546242 3.98480558395 3.89008378983 3.976780653 3.90096831322 5.17111635208 4.86069917679 5.89035606384 4.10580778122 3.97105717659 4.93233394623 5.00073242188 3.44420671463 3.38747811317 3.26007533073 3.92796087265 3.96131849289 4.07060050964 4.04441547394 4.04949855804
buckeye 1 0.0509682857593 0.05367551618 3.43694376945 3.55438947678 0.686253547668 3.57802009583 3.18787765503 0.707198858261 1.13649308681 3.73403120041 4.02182197571 3.78418064117 1.70817959309 1.00399792194 0.895590543747 1.45417439938 0.946685671806 7.96773481369 7.95151042938 6.54097604752 7.92713499069 6.69410610199 6.30384492874 6.18118047714 7.88426208496 6.94950437546 6.50118255615 6.28540706635 6.03805828094 5.99501943588 5.93680381775 5.84425926208 4.85904788971 4.71936559677 5.79769611359 4.33292198181 3.72677254677 4.97035694122 4.68166208267 3.70021820068 3.75067996979 3.31404924393 4.04216337204 4.01356220245 4.03038072586 3.81826782227 3.96469759941 6.3718752861 5.52823400497 6.01399707794 4.69401359558 5.01900482178 5.03988218307 5.0395898819 3.87810850143 3.97879505157 4.07260751724 4.07523727417 4.08566236496 4.08128976822 4.08423662186 4.08545351028
buckeye 1 0.0345990412357 0.0278576876379 2.0403637886 2.06174564362 1.17889714241 2.36470556259 2.51208519936 1.72152209282 0.894004821777 2.43449640274 3.23550486565 3.0182659626 2.24135422707 1.91067171097 1.90718889236 1.14154148102 1.05576515198 9.32430839539 9.32407188416 6.06309700012 9.32276725769 6.83972501755 5.94465255737 5.47570323944 9.3172416687 7.43570423126 6.77471160889 6.08032798767 5.45204210281 5.80989027023 5.32210731506 4.99457740784 5.159075737 4.76026582718 5.69179868698 4.20207214355 4.45416593552 4.88376140594 4.82755565643 3.41198205948 3.84558343887 3.81686377525 3.25174760818 3.8756415844 3.96692538261 3.99784612656 3.90067791939 4.85475826263 4.54390382767 5.86897754669 4.12619400024 4.81732368469 4.91879940033 4.97196674347 3.57168149948 3.94087839127 4.01035642624 3.92703413963 3.93758893013 4.04546928406 4.05045127869 4.03416776657
buckeye 1 0.0413030495375 0.0661653022872 2.30331945419 2.58711481094 1.27690386772 2.72887229919 1.34591412544 1.34110641479 1.98685240746 2.89484834671 1.61924147606 1.16776633263 2.04115581512 1.88303732872 0.618433713913 2.45019435883 1.9364323616 8.53719043732 8.53067779541 6.72490215302 8.5286989212 6.19069910049 6.21080160141 6.57108688354 8.52710342407 6.14391708374 4.82251691818 6.17217350006 6.15024185181 5.330265522 6.55612277985 5.31551933289 5.25137329102 4.38008451462 5.46469974518 3.70681929588 4.60027980804 4.56050491333 4.45795583725 3.36259698868 3.6367650032 3.76935219765 3.76361846924 3.89573025703 3.74886775017 3.81974697113 3.40335679054 5.18237352371 4.27257299423 5.57499170303 3.83405804634 4.41710090637 4.74046516418 4.52930545807 3.45549464226 3.86583280563 3.97719597816 3.67262816429 3.87978219986 3.96724748611 3.89579319954 3.87171578407
buckeye 1 0.0437675155505 0.0395281566152 5.18138217926 5.26431274414 0.929933786392 5.38063907623 0.928696036339 0.913247823715 1.45224702358 5.43053150177 5.01586866379 0.950682520866 1.70631945133 1.10231947899 1.41792035103 1.93914055824 1.49566042423 9.90486526489 9.90340232849 7.44358634949 9.90092277527 7.69326925278 7.24079227448 7.03020477295 9.88852500916 8.4673242569 7.53775691986 7.20863723755 7.02252101898 6.86771774292 6.75694561005 6.72682094574 4.13016223907 4.08378124237 5.82705640793 4.05824327469 4.87513971329 4.89636421204 4.84268808365 3.89253377914 2.67142534256 3.9400677681 4.00520133972 3.85141611099 4.04729509354 4.06583118439 3.92992591858 5.46889162064 4.91774225235 6.0059094429 4.4151673317 5.00401306152 5.03586149216 5.04140901566 3.77250671387 3.9462723732 4.0652718544 4.08194828033 4.08391189575 4.08582878113 4.08232688904 4.08723306656
buckeye 1 0.0663658270027 0.0530386681083 5.17922019958 5.38863658905 3.33613681793 5.49486732483 3.9447593689 3.55760359764 1.57004606724 5.82746505737 5.00442314148 4.44649124146 2.89061880112 4.06902694702 3.39010381699 1.7918599844 1.22057342529 9.60320186615 9.6028842926 6.49125146866 9.60145378113 7.2862071991 6.45287466049 5.45139074326 9.5971364975 7.60861492157 7.2546415329 6.14132976532 6.23765897751 6.11264419556 5.09878730774 5.22329187393 4.86016178131 4.54553699493 4.9252986908 4.15292644501 4.46411991119 4.62485074997 4.75042819977 3.58776760101 3.57957959175 3.82713723183 4.01061630249 4.05150413513 3.37427735329 4.02775812149 3.89254641533 4.61667442322 4.2649140358 5.67195892334 3.83600378036 4.51632642746 4.83871555328 4.98965454102 3.27809643745 3.85987377167 3.66313171387 3.95909905434 3.94882154465 3.82474160194 3.99934267998 4.07524108887
buckeye 1 0.031168712999 0.0253597734638 5.4305896759 5.5145406723 2.47737145424 5.55982446671 4.49369907379 3.09846568108 1.63443994522 5.59726047516 4.94463443756 4.65723323822 3.31877017021 3.38547849655 3.05965423584 1.773416996 1.82167518139 10.7084827423 10.7079906464 7.77173757553 10.7066640854 8.21825408936 7.55129146576 7.38725233078 10.7051639557 8.31009864807 8.13947296143 7.47494649887 7.31198692322 7.20981121063 7.12597799301 7.06958293915 3.525649786 3.48877859116 5.61914348602 3.41430974007 4.11519527435 4.85737371445 4.88648319244 3.34962677956 3.97323060036 3.39972805977 4.02140426636 4.04876089096 3.95977449417 3.8703687191 3.99156403542 4.80214595795 4.29327201843 6.01312828064 3.80650401115 4.85656690598 5.04020166397 5.04317760468 3.37647533417 4.04892253876 3.92481231689 4.07736539841 4.08559656143 4.08614826202 4.08693599701 4.08713150024
buckeye 1 0.0198574000245 0.0261116632592 4.12743854523 4.20496559143 1.11008167267 4.34143733978 0.996612071991 0.57340824604 1.85327744484 4.42086601257 3.01269435883 1.65538525581 1.20571398735 0.795244455338 0.873855113983 1.82040476799 2.26791834831 8.636510849 8.63628005981 5.36214828491 8.63597679138 5.58185815811 5.1729054451 4.92782068253 8.63353538513 6.4577088356 5.48376941681 4.93827104568 4.84110164642 4.94385242462 4.61918783188 4.63690090179 3.93762898445 3.79213690758 5.65023756027 3.73045539856 4.60441923141 4.98942995071 4.69667577744 3.4547457695 3.93376326561 3.33403611183 4.02339363098 4.0416021347 4.02664279938 3.94913029671 3.52895498276 4.52358531952 4.12743425369 5.95578622818 3.81956362724 4.8872127533 5.01599407196 4.9688410759 3.34822940826 3.90589928627 3.96751880646 4.03421068192 4.04965114594 4.07025527954 3.97482705116 4.02490282059
buckeye 1 0.0145502815164 0.0314427497081 4.97983551025 5.13594532013 2.17177867889 5.38768005371 3.23104834557 2.54666924477 0.75256717205 5.52132797241 4.15460157394 3.73883867264 3.45103502274 2.69229912758 3.06579995155 1.03831076622 1.3667165041 9.26847839355 9.26535511017 7.13373088837 9.25922489166 7.44235515594 6.90322303772 6.7627825737 9.24605178833 7.78573989868 7.3140540123 6.88620615005 6.65331363678 6.57087516785 6.49248933792 6.45633077621 4.47514247894 4.32835197449 5.20360898972 4.00254106522 4.91303443909 4.78629684448 4.87645769119 3.71933221817 3.71401572227 4.01404523849 3.94596815109 4.04141998291 3.64198160172 3.99525809288 3.86011147499 5.74877977371 5.09249639511 6.01307344437 4.48225927353 4.92647695541 5.03596591949 5.0438451767 3.81365466118 4.05327272415 3.97121286392 4.05974674225 4.07943201065 4.08231163025 4.08729600906 4.08718967438
buckeye 1 0.0695886315806 0.0697587701364 6.05071544647 6.1348567009 4.00446653366 6.17232322693 4.9455704689 4.17635965347 3.91502904892 6.39426374435 6.41901683807 5.14751958847 5.02948236465 4.76091051102 3.72245168686 4.60845136642 3.04637694359 11.7054290771 11.7029018402 9.47992897034 11.6975765228 9.81659698486 9.27473735809 9.06478118896 11.6829814911 10.2739753723 9.71297073364 9.17857456207 9.05896186829 8.90881156921 8.78782939911 8.76538944244 4.8739066124 4.69910669327 5.34275245667 4.41442584991 4.56831502914 4.73568916321 3.95154714584 3.822057724 3.52728104591 3.52617907524 3.65102863312 4.01436233521 3.8332028389 3.47439956665 3.69741463661 5.68425512314 5.07580661774 6.00002098083 4.51032590866 4.90426921844 5.02126502991 5.04252958298 3.8351559639 4.04269313812 3.94746994972 4.08453989029 4.06251382828 4.07766628265 4.08449029922 4.08705759048
buckeye 0 0.0482047810793 0.0423585955781 4.96693515778 5.00483417511 3.43259763718 5.04068279266 3.5910358429 2.81178188324 4.03876304626 5.19568824768 4.54494953156 3.78071117401 2.77244567871 2.81871652603 2.92116594315 4.38617277145 4.48973608017 8.4422416687 8.42946815491 6.91485786438 8.41140365601 7.07842063904 6.55014133453 6.67064094543 8.37304592133 7.38136196136 6.85002994537 6.70536613464 6.24092721939 6.2844543457 6.40833330154 6.39956188202 4.51017093658 4.19492292404 5.68441390991 3.969632864 4.61073350906 4.98439073563 4.67570638657 3.47686219215 3.95582056046 3.96213269234 3.86250853539 4.02909469604 4.04145956039 3.93040204048 3.89507675171 6.28774785995 5.48670101166 5.97254085541 4.709877491 5.00216627121 4.99926424026 4.98448181152 3.86482167244 4.0611948967 4.02942991257 4.0689330101 4.05184936523 4.03642988205 4.00824785233 4.03592300415
buckeye 1 0.0315449131234 0.0436315597389 4.74290513992 4.85251331329 1.95258879662 4.95482349396 4.28496694565 2.0629491806 2.36550855637 5.03469228745 4.98210191727 4.67555952072 4.32402038574 2.50124168396 0.653571248055 2.35636687279 2.87443113327 8.25920963287 8.25656890869 6.06268644333 8.20800590515 7.28432750702 5.88681602478 5.59324264526 8.12361526489 7.48177957535 7.03629302979 6.95161914825 5.75828504562 5.34010076523 5.2954325676 5.37764883041 5.0864815712 4.9975810051 5.41414356232 4.47745800018 4.79747247696 4.18718242645 4.63030815125 3.98059725761 3.8228905201 3.93166255951 3.77574563026 3.72160243988 3.80418038368 3.50304460526 3.85452961922 6.09471750259 5.68674850464 5.83886671066 4.85638380051 4.90812730789 4.91892957687 4.84305763245 4.00061368942 3.98314356804 3.97369527817 3.94038534164 3.97677397728 4.03923177719 3.85306549072 3.90414023399
buckeye 1 0.112304625982 0.133423199841 5.08125352859 5.11467838287 4.50724458694 5.09359741211 5.88871383667 4.94907140732 3.8534693718 5.10478591919 5.52628517151 6.46462106705 6.16236114502 5.47051668167 4.27484846115 3.86877536774 4.13706207275 10.9740715027 10.9649858475 9.29598712921 10.937871933 9.75144958496 9.22504711151 8.48971366882 10.9200572968 9.72309494019 9.62263298035 9.2839384079 9.07377624512 8.70213890076 8.21698856354 8.17229557037 5.40703725815 5.06879997253 5.17888307571 4.30871963501 4.48211431503 4.40541172028 4.66990566254 3.94855356216 3.69536566734 3.74942445755 3.33547902107 3.70635223389 3.68750596046 3.59896826744 3.79604101181 6.04144191742 5.38076162338 5.76888895035 4.56703329086 4.82702589035 4.81371164322 5.01736211777 3.9339325428 3.87044930458 4.01806163788 3.75039291382 3.87001538277 3.90652155876 4.07862377167 4.04039144516
buckeye 0 0.0737832655287 0.0937088486451 1.10175395012 1.4353222847 0.394893407822 1.57956290245 0.740463733673 0.617146015167 0.940490245819 1.99438881874 1.60678184032 0.848969221115 1.13931846619 1.05558216572 0.78851890564 1.00413262844 1.08514225483 5.99716901779 5.98199129105 4.54304552078 5.96710109711 4.51541996002 4.10024833679 4.35468959808 5.95715284348 4.35196352005 4.30903196335 4.09577465057 3.68799972534 3.91785550117 3.82278704643 4.21700429916 5.95453166962 5.14991044998 5.87786769867 4.48133516312 4.92958450317 4.9488697052 4.85605287552 3.65176081657 4.00784158707 3.96358394623 4.00014162064 3.99404788017 4.0023431778 3.94747281075 3.86735987663 6.04048109055 5.14530515671 5.80417537689 4.32058334351 4.88572978973 4.80720281601 4.87648487091 3.69257616997 3.99348258972 4.0265083313 3.81353259087 3.69281482697 4.01891899109 3.93526530266 3.98359417915
buckeye 1 0.038321575731 0.0267618079751 4.82678890228 4.90158891678 1.67298793793 4.93175983429 3.71725559235 1.870398283 1.83783042431 4.94985294342 4.96929836273 3.96127915382 3.37515711784 2.15900564194 2.20553588867 2.11039113998 0.94417989254 10.9354066849 10.9340877533 8.4289894104 10.9321842194 8.60622119904 8.20976638794 8.04169845581 10.9275684357 8.97021198273 8.45211029053 8.12612724304 7.96411752701 7.87108039856 7.76909017563 7.73751592636 3.87290358543 3.81892037392 5.56628465652 3.59411382675 4.42941713333 4.78790426254 4.40654087067 3.40803217888 2.64018011093 3.82600212097 3.37987375259 3.76055145264 3.86457920074 3.73299884796 4.00585842133 5.25096416473 4.64740657806 6.01246452332 4.12678861618 5.00113391876 5.03877925873 5.04385232925 3.57945799828 4.04790115356 4.05972099304 4.08103513718 4.08352804184 4.08445310593 4.0870757103 4.0872759819
buckeye 1 0.025141928882 0.0235280633404 2.01062345505 2.01697826385 0.704540014267 2.02258491516 1.06905341148 0.686518669128 0.942319869995 2.02715301514 2.47237873077 1.36947000027 1.05913352966 0.499018549919 1.03634417057 1.39168834686 1.79450345039 7.65601348877 7.64951467514 5.83292245865 7.63860702515 6.08685398102 5.5934882164 5.47328948975 7.58647441864 6.69837617874 5.99692869186 5.39502191544 5.32605886459 5.28446769714 5.27050828934 5.06881761551 4.13554382324 3.83627033234 5.73874473572 3.57851696014 4.87927675247 4.73853111267 4.79457759857 3.1014046669 3.70060110092 4.00227165222 3.84825372696 3.81134939194 3.83986997604 3.76217985153 3.88700318336 6.04363536835 5.31023740768 5.99973106384 4.65362405777 4.89814424515 5.03656244278 5.01427412033 3.74554562569 3.98390316963 3.9805970192 4.07336616516 4.08230876923 4.07822990417 4.05400514603 4.08073568344
buckeye 1 0.0678892662185 0.0602671557697 4.36368560791 4.39580345154 2.78328752518 4.43497800827 3.92959976196 3.27651309967 2.5440363884 4.49486351013 6.03371620178 4.01709270477 4.39439153671 3.18647050858 3.73234176636 1.46511113644 3.29631018639 10.7682542801 10.7680921555 7.39809465408 10.7678060532 7.59091854095 7.31271076202 6.68511486053 10.7536840439 9.65910720825 7.21019363403 7.40562295914 6.9441947937 7.07202768326 6.45704030991 6.32108449936 4.57387495041 4.47028017044 4.88839912415 4.28738498688 4.34247207642 3.99301838875 4.20112705231 4.05058574677 2.28009080887 3.06146073341 3.65401721001 2.73894238472 3.33826446533 3.80939769745 3.71685814857 4.57623529434 4.31854438782 5.77967596054 4.08223104477 4.85830879211 4.79624509811 4.99694681168 3.73473978043 2.59505844116 3.95389032364 3.87037849426 3.75239777565 3.9105784893 4.05794382095 4.03266048431
buckeye 1 0.0286686835419 0.0264226155371 3.21404099464 3.24231648445 1.67079544067 3.26154947281 2.38432383537 2.22123575211 0.861228346825 3.3281276226 0.945618510246 2.72485637665 2.36196160316 1.92064487934 2.41907644272 1.17329382896 1.13105928898 9.23156166077 9.23117637634 6.18129873276 9.22904396057 6.92841243744 6.17800712585 4.06321907043 9.22826766968 6.55963850021 6.90647554398 5.6661772728 6.04614830017 5.61891365051 3.74564695358 3.80864572525 4.21666479111 3.83809947968 5.43037652969 3.29757881165 4.76615571976 4.87643527985 4.65680122375 3.21230816841 3.94695401192 3.87347888947 3.80031776428 3.98068118095 3.94213676453 3.57642221451 4.00022935867 4.44950008392 4.1673951149 4.9889831543 3.71944618225 4.34434747696 4.50799322128 4.91086006165 3.38601541519 4.02720451355 3.68609833717 3.65477442741 3.83917784691 3.27257752419 3.94179081917 3.97547221184
buckeye 1 0.0119929116149 0.00909235666347 4.48546504974 4.51745223999 0.49147939682 4.5315322876 0.726324081421 0.715778827667 0.783490657806 4.55550956726 2.42519259453 0.934848546982 0.744313120842 0.590022802353 0.967838287354 1.07278776169 0.639234721661 11.0122442245 11.003484726 9.32309532166 10.9908599854 9.48652553558 9.09747505188 8.94556522369 10.965423584 9.79150867462 9.31213283539 9.03999042511 8.86323261261 8.74686050415 8.67387199402 8.64022827148 3.22020936012 3.17399024963 5.80587720871 3.14182376862 4.88276338577 4.89587211609 4.76306247711 3.0527920723 3.62226653099 4.04555130005 3.84830164909 3.96305155754 3.92484021187 4.02594852448 3.9059715271 6.14782619476 5.35087871552 6.01428747177 4.59488296509 5.01940011978 5.03984498978 5.04397058487 3.80313706398 4.05154466629 4.07776355743 4.08350324631 4.0858039856 4.08673524857 4.08721828461 4.08742761612
buckeye 0 0.0273450286247 0.0657218557101 1.22451877594 1.22582292557 1.81150555611 1.30865573883 2.07904195786 2.12309646606 1.44904756546 1.31829786301 2.70054101944 2.27588558197 2.28344011307 2.64054250717 2.16314721107 1.7548892498 1.49269461632 7.60404109955 7.58794593811 6.17943572998 7.5472869873 6.60675811768 6.01795482635 5.69490671158 7.52552032471 6.24635982513 6.52509450912 5.86403799057 5.87814474106 5.52303981781 5.41539478302 5.40803766251 5.51242685318 4.94157743454 5.52119350433 4.43745756149 4.78273868561 4.7081785202 4.81871557236 3.83617782593 3.99259924889 3.90315365791 3.76629734039 3.76164793968 3.88256049156 3.95973706245 3.92944574356 6.17672920227 5.22646188736 5.92535257339 4.11191558838 4.82460451126 4.93455266953 5.01447677612 3.2820584774 3.78049135208 3.93170666695 4.00289678574 4.04045820236 3.97317671776 4.05404424667 4.06160497665
buckeye 0 0.036027018097 0.0881950359737 2.14600396156 2.24792599678 1.11517500877 2.37940168381 2.05174160004 1.29872906208 1.14768588543 2.34662842751 3.17505288124 2.01753997803 2.52662134171 1.57497811317 1.70673036575 1.51313948631 1.00765109062 6.97111988068 6.96095561981 5.38169193268 6.91479682922 5.97711420059 5.19569206238 4.93957996368 6.80827522278 6.25769901276 5.39911460876 5.84871292114 4.97447681427 4.82403230667 4.70209217072 4.62362289429 5.9570813179 5.40457963943 5.71930170059 4.66292142868 4.76681470871 4.90879011154 4.60511112213 3.67793679237 3.85449719429 3.86709284782 3.8571460247 3.97114610672 3.95447683334 3.82346940041 3.78412294388 6.27339792252 5.5888171196 5.92581939697 4.78205728531 4.80858564377 4.95050621033 4.97859334946 3.84234809875 3.93512535095 3.98372173309 3.82860612869 3.98294758797 4.01970434189 4.03884553909 4.0044503212
