SampleSize,XbarMinusMu
1.1685e+54,4.6952e-28
1.2269e+54,5.1501e-28
1.2882e+54,5.4284e-28
1.3527e+54,5.7053e-28
1.4203e+54,4.9825e-28
1.4913e+54,4.9196e-28
1.5659e+54,3.9887e-28
1.6442e+54,3.3857e-28
1.7264e+54,2.3508e-28
1.8127e+54,1.9807e-28
1.9033e+54,2.9726e-28
1.9985e+54,3.3454e-28
2.0984e+54,2.8694e-28
2.2033e+54,1.6691e-28
2.3135e+54,2.9507e-29
2.4292e+54,4.3802e-29
2.5506e+54,6.0038e-30
2.6782e+54,3.9089e-29
2.8121e+54,4.3281e-29
2.9527e+54,-3.011e-29
3.1003e+54,-8.884e-29
3.2553e+54,-3.306e-29
3.4181e+54,-1.939e-30
3.589e+54,-2.198e-29
3.7685e+54,-1.089e-28
3.9569e+54,-1.215e-28
4.1547e+54,-1.632e-28
4.3625e+54,-1.147e-28
4.5806e+54,-5.826e-29
4.8096e+54,-1.128e-28
5.0501e+54,-9.375e-29
5.3026e+54,-1.675e-28
5.5677e+54,-1.512e-28
5.8461e+54,-1.28e-28
6.1384e+54,-1.333e-28
6.4453e+54,-1.59e-28
6.7676e+54,-2.134e-28
7.106e+54,-2.151e-28
7.4613e+54,-2.16e-28
7.8344e+54,-2.074e-28
8.2261e+54,-2.504e-28
8.6374e+54,-1.986e-28
9.0692e+54,-1.604e-28
9.5227e+54,-1.58e-28
9.9988e+54,-1.338e-28
1.0499e+55,-1.55e-28
1.1024e+55,-1.027e-28
1.1575e+55,-5.714e-29
1.2154e+55,-6.872e-29
1.2761e+55,-8.854e-29
1.3399e+55,-1.046e-28
1.4069e+55,-1.358e-28
1.4773e+55,-9.228e-29
1.5511e+55,-1.037e-28
1.6287e+55,-1.338e-28
1.7101e+55,-1.501e-28
1.7956e+55,-1.276e-28
1.8854e+55,-1.047e-28
1.9797e+55,-1.41e-28
2.0787e+55,-1.691e-28
2.1826e+55,-1.373e-28
2.2918e+55,-1.156e-28
2.4063e+55,-1.167e-28
2.5267e+55,-1.228e-28
2.653e+55,-1.179e-28
2.7856e+55,-1.295e-28
2.9249e+55,-1.251e-28
3.0712e+55,-1.056e-28
3.2247e+55,-1.038e-28
3.386e+55,-7.548e-29
3.5553e+55,-9.531e-29
3.733e+55,-8.877e-29
3.9197e+55,-7.05e-29
4.1157e+55,-7.867e-29
4.3214e+55,-5.548e-29
4.5375e+55,-4.461e-29
4.7644e+55,-2.872e-29
5.0026e+55,-4.633e-29
5.2527e+55,-3.384e-29
5.5154e+55,-4.487e-29
5.7911e+55,-4.591e-29
6.0807e+55,-1.512e-29
6.3847e+55,-3.365e-29
6.704e+55,-3.056e-29
7.0392e+55,3.792e-30
7.3911e+55,6.3976e-30
7.7607e+55,1.2939e-29
8.1487e+55,2.0139e-29
8.5562e+55,8.6492e-30
8.984e+55,1.8122e-29
9.4332e+55,3.1388e-29
9.9048e+55,2.3826e-29
1.04e+56,1.3394e-29
1.092e+56,2.2876e-30
1.1466e+56,2.3729e-31
1.2039e+56,5.8204e-31
1.2641e+56,1.9605e-30
1.3273e+56,5.4599e-30
1.3937e+56,1.0491e-29
1.4634e+56,1.5204e-29
1.5366e+56,2.202e-29
1.6134e+56,1.3727e-29
1.6941e+56,2.1161e-29
1.7788e+56,1.3483e-29
1.8677e+56,-2.006e-30
1.9611e+56,-1.326e-29
2.0591e+56,-1.483e-29
2.1621e+56,-2.425e-29
2.2702e+56,-3.123e-29
2.3837e+56,-3.297e-29
2.5029e+56,-3.576e-29
2.628e+56,-2.031e-29
2.7594e+56,-1.858e-29
2.8974e+56,-1.743e-29
3.0423e+56,-1.293e-29
3.1944e+56,-4.417e-30
3.3541e+56,-6.145e-30
3.5218e+56,-3.761e-30
3.6979e+56,8.5038e-30
3.8828e+56,7.3643e-31
4.077e+56,-3.235e-30
4.2808e+56,6.3285e-30
4.4948e+56,1.3384e-29
4.7196e+56,6.4632e-30
4.9556e+56,7.1215e-31
5.2033e+56,2.0072e-30
5.4635e+56,6.6645e-30
5.7367e+56,1.2119e-29
6.0235e+56,4.6692e-30
6.3247e+56,-1.02e-30
6.6409e+56,-1.32e-30
6.973e+56,2.7569e-30
7.3216e+56,3.3735e-30
7.6877e+56,1.0108e-29
8.0721e+56,9.8153e-30
8.4757e+56,5.4798e-30
8.8995e+56,2.0429e-30
9.3445e+56,-1.821e-30
9.8117e+56,-1.942e-30
1.0302e+57,-2.937e-30
1.0817e+57,-6.722e-30
1.1358e+57,-3.969e-30
1.1926e+57,-2.607e-30
1.2522e+57,-6.036e-32
1.3149e+57,-5.039e-31
1.3806e+57,-3.129e-30
1.4496e+57,-4.733e-30
1.5221e+57,6.4757e-33
1.5982e+57,-2.058e-30
1.6781e+57,2.8156e-30
1.762e+57,2.4453e-30
1.8501e+57,-7.463e-31
1.9426e+57,5.8771e-31
2.0398e+57,-2.701e-30
2.1418e+57,-7.257e-31
2.2489e+57,-2.142e-30
2.3613e+57,-4.412e-30
2.4794e+57,-4.751e-30
2.6033e+57,-5.028e-30
2.7335e+57,-3.972e-30
2.8702e+57,6.5286e-31
3.0137e+57,-4.953e-30
3.1644e+57,-5.108e-30
3.3226e+57,-4.255e-30
3.4887e+57,-4.167e-30
3.6632e+57,-2.785e-30
3.8463e+57,-4.272e-31
4.0386e+57,-1.753e-30
4.2406e+57,-1.589e-30
4.4526e+57,7.6125e-31
4.6752e+57,-1.903e-30
4.909e+57,-4.329e-30
5.1544e+57,-5.346e-30
5.4121e+57,-7.319e-30
5.6828e+57,-6.694e-30
5.9669e+57,-5.686e-30
6.2652e+57,-4.327e-30
6.5785e+57,-2.195e-30
6.9074e+57,-8.671e-31
7.2528e+57,6.7394e-31
7.6154e+57,6.8947e-31
7.9962e+57,1.9199e-30
8.396e+57,-6.279e-32
8.8158e+57,-1.256e-31
9.2566e+57,5.8257e-31
9.7194e+57,-5.442e-31
1.0205e+58,5.8879e-31
1.0716e+58,7.1133e-31
1.1251e+58,1.1173e-30
1.1814e+58,2.0725e-30
1.2405e+58,1.9834e-30
1.3025e+58,2.88e-30
1.3676e+58,1.8138e-30
1.436e+58,-5.9e-33
1.5078e+58,-1.344e-30
1.5832e+58,-1.538e-30
1.6624e+58,-2.42e-30
1.7455e+58,-3.176e-30
1.8327e+58,-3.397e-30
1.9244e+58,-5.134e-30
2.0206e+58,-6.044e-30
2.1216e+58,-6.852e-30
2.2277e+58,-6.842e-30
2.3391e+58,-6.126e-30
2.4561e+58,-4.827e-30
2.5789e+58,-4.78e-30
2.7078e+58,-3.468e-30
2.8432e+58,-3.95e-30
2.9853e+58,-4.21e-30
3.1346e+58,-4.324e-30
3.2913e+58,-4.599e-30
3.4559e+58,-4.7e-30
3.6287e+58,-4.272e-30
3.8101e+58,-4.724e-30
4.0006e+58,-4.888e-30
4.2007e+58,-4.082e-30
4.4107e+58,-3.946e-30
4.6313e+58,-3.933e-30
4.8628e+58,-4.462e-30
5.106e+58,-3.691e-30
5.3613e+58,-3.556e-30
5.6293e+58,-3.997e-30
5.9108e+58,-2.966e-30
6.2063e+58,-3.481e-30
6.5166e+58,-3.273e-30
6.8425e+58,-3.162e-30
7.1846e+58,-3.301e-30
7.5438e+58,-3.217e-30
7.921e+58,-3.446e-30
8.3171e+58,-3.303e-30
8.7329e+58,-3.711e-30
9.1696e+58,-3.357e-30
9.628e+58,-2.831e-30
1.0109e+59,-2.616e-30
1.0615e+59,-2.452e-30
1.1146e+59,-2.021e-30
1.1703e+59,-2.306e-30
1.2288e+59,-2.714e-30
1.2902e+59,-3.113e-30
1.3548e+59,-2.597e-30
1.4225e+59,-2.409e-30
1.4936e+59,-2.157e-30
1.5683e+59,-2.385e-30
1.6467e+59,-2.71e-30
1.7291e+59,-2.886e-30
1.8155e+59,-3.256e-30
1.9063e+59,-3.31e-30
2.0016e+59,-3.173e-30
2.1017e+59,-2.894e-30
2.2068e+59,-2.545e-30
2.3171e+59,-2.414e-30
2.433e+59,-2.084e-30
2.5546e+59,-2.137e-30
2.6823e+59,-2.143e-30
2.8165e+59,-2.27e-30
2.9573e+59,-2.261e-30
3.1051e+59,-2.271e-30
3.2604e+59,-1.948e-30
3.4234e+59,-1.836e-30
3.5946e+59,-1.828e-30
3.7743e+59,-1.485e-30
3.963e+59,-1.529e-30
4.1612e+59,-1.367e-30
4.3692e+59,-1.249e-30
4.5877e+59,-1.258e-30
4.8171e+59,-1.03e-30
5.0579e+59,-1.013e-30
5.3108e+59,-9.12e-31
5.5764e+59,-7.846e-31
5.8552e+59,-8.299e-31
6.148e+59,-8.433e-31
6.4554e+59,-9.726e-31
6.7781e+59,-1.014e-30
7.117e+59,-8.008e-31
7.4729e+59,-6.661e-31
7.8465e+59,-8.85e-31
8.2389e+59,-9.995e-31
8.6508e+59,-9.057e-31
9.0833e+59,-8.396e-31
9.5375e+59,-7.454e-31
1.0014e+60,-6.664e-31
1.0515e+60,-7.501e-31
1.1041e+60,-5.036e-31
1.1593e+60,-6.094e-31
1.2173e+60,-5.768e-31
1.2781e+60,-5.64e-31
1.342e+60,-6.082e-31
1.4091e+60,-6.417e-31
1.4796e+60,-6.004e-31
1.5536e+60,-5.787e-31
1.6312e+60,-6.091e-31
1.7128e+60,-5.719e-31
1.7984e+60,-4.311e-31
1.8884e+60,-3.962e-31
1.9828e+60,-3.965e-31
2.0819e+60,-4.091e-31
2.186e+60,-3.592e-31
2.2953e+60,-4.171e-31
2.4101e+60,-3.779e-31
2.5306e+60,-4.133e-31
2.6571e+60,-4.152e-31
2.79e+60,-4.504e-31
2.9295e+60,-4.782e-31
3.0759e+60,-5.232e-31
3.2297e+60,-4.516e-31
3.3912e+60,-5.168e-31
3.5608e+60,-5.709e-31
3.7388e+60,-4.855e-31
3.9258e+60,-5.098e-31
4.1221e+60,-4.199e-31
4.3282e+60,-2.954e-31
4.5446e+60,-2.16e-31
4.7718e+60,-1.876e-31
5.0104e+60,-2.024e-31
5.2609e+60,-1.052e-31
5.5239e+60,-7.206e-32
5.8001e+60,-9.771e-32
6.0902e+60,-1.28e-31
6.3947e+60,-9.304e-32
6.7144e+60,2.073e-32
7.0501e+60,-1.532e-33
7.4026e+60,6.6353e-32
7.7728e+60,5.6812e-32
8.1614e+60,2.7529e-32
8.5695e+60,-3.226e-32
8.9979e+60,-1.314e-32
9.4478e+60,5.3289e-33
9.9202e+60,2.2069e-33
1.0416e+61,6.5402e-32
1.0937e+61,1.0364e-31
1.1484e+61,9.4226e-32
1.2058e+61,1.2881e-31
1.2661e+61,1.2208e-31
1.3294e+61,1.0997e-31
1.3959e+61,1.2494e-31
1.4657e+61,1.311e-31
1.539e+61,1.5309e-31
1.6159e+61,1.5057e-31
1.6967e+61,1.4024e-31
1.7815e+61,1.3459e-31
1.8706e+61,1.4156e-31
1.9641e+61,1.2696e-31
2.0623e+61,9.3306e-32
2.1655e+61,5.8694e-32
2.2737e+61,1.2367e-32
2.3874e+61,-3.029e-32
2.5068e+61,6.0613e-33
2.6321e+61,3.0915e-35
2.7637e+61,-9.918e-33
2.9019e+61,-1.018e-32
3.047e+61,2.5028e-32
3.1994e+61,2.5818e-32
3.3593e+61,2.1835e-32
3.5273e+61,2.484e-32
3.7037e+61,5.2192e-32
3.8889e+61,2.4359e-32
4.0833e+61,2.6335e-32
4.2875e+61,2.0535e-32
4.5018e+61,-1.954e-32
4.7269e+61,-1.404e-32
4.9633e+61,-2.435e-34
5.2114e+61,-1.357e-32
5.472e+61,-3.112e-32
5.7456e+61,-1.162e-32
6.0329e+61,-1.694e-32
6.3345e+61,-5.419e-32
6.6513e+61,-4.085e-32
6.9838e+61,-4.496e-32
7.333e+61,-4.136e-32
7.6997e+61,-4.042e-32
8.0846e+61,-1.812e-32
8.4889e+61,-3.484e-32
8.9133e+61,-3.424e-32
9.359e+61,-2.152e-32
9.8269e+61,-2.144e-32
1.0318e+62,-2.695e-32
1.0834e+62,-3.455e-32
1.1376e+62,-1.92e-32
1.1945e+62,-1.955e-32
1.2542e+62,-2.569e-32
1.3169e+62,-1.751e-32
1.3827e+62,-7.991e-33
1.4519e+62,-1.243e-32
1.5245e+62,-1.549e-32
1.6007e+62,-1.442e-32
1.6807e+62,2.6449e-33
1.7648e+62,8.227e-33
1.853e+62,3.1427e-33
1.9457e+62,5.5231e-33
2.043e+62,3.9876e-33
2.1451e+62,-1.273e-32
2.2524e+62,-1.423e-32
2.365e+62,-3.656e-33
2.4832e+62,-9.609e-33
2.6074e+62,-1.95e-32
2.7377e+62,-6.616e-33
2.8746e+62,-1.223e-32
3.0184e+62,-1.118e-32
3.1693e+62,-1.216e-32
3.3278e+62,-1.222e-32
3.4941e+62,-6.104e-33
3.6688e+62,-8.844e-33
3.8523e+62,-1.316e-32
4.0449e+62,-1.822e-32
4.2471e+62,-1.326e-32
4.4595e+62,-1.189e-32
4.6825e+62,-1.938e-32
4.9166e+62,-1.938e-32
5.1624e+62,-1.93e-32
5.4206e+62,-1.609e-32
5.6916e+62,-1.163e-32
5.9762e+62,-6.616e-33
6.275e+62,-1.007e-32
6.5887e+62,-1.184e-32
6.9182e+62,-1.133e-32
7.2641e+62,-1.312e-32
7.6273e+62,-1.449e-32
8.0086e+62,-1.309e-32
8.4091e+62,-1.455e-32
8.8295e+62,-1.782e-32
9.271e+62,-1.886e-32
9.7345e+62,-1.366e-32
1.0221e+63,-1.239e-32
1.0732e+63,-1.102e-32
1.1269e+63,-8.387e-33
1.1832e+63,-1.06e-32
1.2424e+63,-6.937e-33
1.3045e+63,-6.091e-33
1.3697e+63,-2.035e-33
1.4382e+63,-4.77e-34
1.5101e+63,4.4741e-34
1.5857e+63,-1.415e-33
1.6649e+63,-1.399e-35
1.7482e+63,1.2244e-33
1.8356e+63,3.1099e-33
1.9274e+63,1.9022e-33
2.0237e+63,2.2892e-33
2.1249e+63,2.9807e-33
2.2312e+63,8.0096e-33
2.3427e+63,4.6049e-33
2.4599e+63,4.9305e-33
2.5829e+63,3.711e-33
2.712e+63,4.2901e-33
2.8476e+63,5.9272e-33
2.99e+63,3.884e-33
3.1395e+63,3.715e-33
3.2965e+63,2.9616e-33
3.4613e+63,7.4764e-33
3.6343e+63,6.6479e-33
3.8161e+63,7.4329e-33
4.0069e+63,5.7881e-33
4.2072e+63,7.2932e-33
4.4176e+63,3.7813e-33
4.6385e+63,1.0009e-33
4.8704e+63,3.6186e-33
5.1139e+63,3.6954e-33
5.3696e+63,4.9967e-33
5.6381e+63,3.8826e-33
5.92e+63,5.7559e-33
6.216e+63,4.6015e-33
6.5268e+63,2.0728e-33
6.8531e+63,2.7816e-33
7.1958e+63,5.2206e-34
7.5555e+63,9.4979e-34
7.9333e+63,1.8971e-35
8.33e+63,5.0554e-34
8.7465e+63,1.7139e-33
9.1838e+63,1.1681e-33
9.643e+63,3.3014e-34
1.0125e+64,9.3187e-34
1.0631e+64,8.7393e-34
1.1163e+64,1.5332e-33
1.1721e+64,5.0857e-34
1.2307e+64,2.8551e-34
1.2923e+64,6.3227e-34
1.3569e+64,-4.913e-35
1.4247e+64,1.1662e-33
1.4959e+64,-1.128e-33
1.5707e+64,-5.641e-34
1.6493e+64,-9.988e-34
1.7317e+64,-2.281e-33
1.8183e+64,-2.482e-33
1.9092e+64,-3.83e-33
2.0047e+64,-3.042e-33
2.1049e+64,-2.373e-33
2.2102e+64,-2.293e-33
2.3207e+64,-2.56e-33
2.4367e+64,-2.872e-33
2.5586e+64,-2.705e-33
2.6865e+64,-1.514e-33
2.8208e+64,-3.655e-33
2.9619e+64,-3.546e-33
3.11e+64,-3.145e-33
3.2655e+64,-2.64e-33
3.4287e+64,-2.756e-33
3.6002e+64,-3.607e-33
3.7802e+64,-3.957e-33
3.9692e+64,-3.656e-33
4.1677e+64,-3.441e-33
4.376e+64,-3.277e-33
4.5948e+64,-2.951e-33
4.8246e+64,-3.031e-33
5.0658e+64,-2.597e-33
5.3191e+64,-2.692e-33
5.5851e+64,-2.093e-33
5.8643e+64,-2.086e-33
6.1575e+64,-2.671e-33
6.4654e+64,-2.578e-33
6.7887e+64,-2.729e-33
7.1281e+64,-2.969e-33
7.4845e+64,-2.705e-33
7.8587e+64,-2.621e-33
8.2517e+64,-2.141e-33
8.6642e+64,-2.086e-33
9.0975e+64,-2.842e-33
9.5523e+64,-2.396e-33
1.003e+65,-2.205e-33
1.0531e+65,-2.55e-33
1.1058e+65,-2.406e-33
1.1611e+65,-2.346e-33
1.2191e+65,-1.784e-33
1.2801e+65,-1.678e-33
1.3441e+65,-1.5e-33
1.4113e+65,-1.859e-33
1.4819e+65,-2.158e-33
1.556e+65,-2.557e-33
1.6338e+65,-2.282e-33
1.7155e+65,-2.401e-33
1.8012e+65,-2.347e-33
1.8913e+65,-1.832e-33
1.9859e+65,-1.337e-33
2.0852e+65,-1.019e-33
2.1894e+65,-6.693e-34
2.2989e+65,-3.549e-34
2.4138e+65,-1.402e-34
2.5345e+65,8.9603e-35
2.6612e+65,2.0294e-34
2.7943e+65,-9.722e-35
2.934e+65,3.2841e-35
3.0807e+65,3.5219e-34
3.2348e+65,3.9473e-34
3.3965e+65,3.9541e-34
3.5663e+65,4.141e-34
3.7446e+65,3.1975e-34
3.9319e+65,3.6873e-34
4.1285e+65,4.9299e-34
4.3349e+65,6.3844e-34
4.5516e+65,5.7499e-34
4.7792e+65,4.2237e-34
5.0182e+65,4.8474e-34
5.2691e+65,1.3706e-34
5.5325e+65,5.9862e-35
5.8092e+65,-1.441e-34
6.0996e+65,-3.546e-34
6.4046e+65,-4.639e-34
6.7248e+65,-3.984e-34
7.0611e+65,-1.551e-34
7.4141e+65,-1.065e-34
7.7848e+65,-2.293e-35
8.1741e+65,-2.911e-35
8.5828e+65,-1.33e-34
9.0119e+65,-2.23e-34
9.4625e+65,-1.844e-34
9.9356e+65,-9.229e-35
1.0432e+66,-6.098e-35
1.0954e+66,-1.11e-34
1.1502e+66,-7.284e-35
1.2077e+66,-1.25e-34
1.2681e+66,-2.424e-34
1.3315e+66,-3.372e-34
1.398e+66,-1.679e-34
1.4679e+66,-1.927e-34
1.5413e+66,-1.584e-34
1.6184e+66,-6.929e-35
1.6993e+66,-1.625e-34
1.7843e+66,-2.181e-34
1.8735e+66,-2.254e-34
1.9672e+66,-9.734e-35
2.0655e+66,-5.148e-35
2.1688e+66,2.4897e-35
2.2773e+66,-6.132e-35
2.3911e+66,-3.498e-35
2.5107e+66,-7.427e-35
2.6362e+66,-6.86e-35
2.768e+66,-1.254e-34
2.9064e+66,-1.346e-35
3.0518e+66,2.1872e-35
3.2043e+66,-6.86e-37
3.3646e+66,7.4281e-35
3.5328e+66,9.7722e-35
3.7094e+66,-3.538e-35
3.8949e+66,-8.887e-35
4.0896e+66,-1.158e-34
4.2941e+66,-1.259e-34
4.5088e+66,-1.276e-34
4.7343e+66,-6.678e-35
4.971e+66,-1.225e-35
5.2195e+66,4.3304e-35
5.4805e+66,8.8843e-35
5.7545e+66,3.7047e-35
6.0423e+66,1.5678e-35
6.3444e+66,2.2442e-35
6.6616e+66,5.279e-36
6.9947e+66,-3.825e-35
7.3444e+66,-6.399e-36
7.7116e+66,-6.897e-35
8.0972e+66,-6.717e-35
8.5021e+66,-6.371e-35
8.9272e+66,-3.593e-35
9.3735e+66,1.2981e-35
9.8422e+66,7.2948e-35
1.0334e+67,5.1564e-35
1.0851e+67,2.6354e-35
1.1394e+67,4.4771e-35
1.1963e+67,8.3796e-35
1.2561e+67,7.4109e-35
1.319e+67,5.4921e-35
1.3849e+67,5.4058e-35
1.4541e+67,6.1198e-35
1.5269e+67,4.3736e-35
1.6032e+67,6.3368e-35
1.6834e+67,5.9265e-35
1.7675e+67,3.6979e-35
1.8559e+67,4.5464e-35
1.9487e+67,2.2792e-35
2.0461e+67,-1.212e-36
2.1484e+67,-2.185e-35
2.2559e+67,-1.5e-35
2.3686e+67,5.201e-36
2.4871e+67,-1.022e-35
2.6114e+67,-3.937e-36
2.742e+67,2.2878e-36
2.8791e+67,1.294e-36
3.0231e+67,6.2418e-36
3.1742e+67,1.3304e-35
3.3329e+67,1.8967e-35
3.4996e+67,2.1227e-35
3.6745e+67,3.2711e-35
3.8583e+67,2.8384e-35
4.0512e+67,-8.9e-36
4.2537e+67,-2.968e-35
4.4664e+67,-2.15e-35
4.6898e+67,-2.151e-35
4.9242e+67,-1.022e-35
5.1705e+67,1.9728e-36
5.429e+67,1.8874e-35
5.7004e+67,1.317e-35
5.9855e+67,7.2104e-36
6.2847e+67,1.2609e-35
6.599e+67,1.3546e-35
6.9289e+67,5.1079e-36
7.2754e+67,-7.281e-36
7.6391e+67,4.0183e-36
8.0211e+67,7.1021e-36
8.4221e+67,6.9771e-36
8.8432e+67,2.3466e-35
9.2854e+67,1.5374e-35
9.7497e+67,2.0433e-35
1.0237e+68,2.0403e-35
1.0749e+68,2.4547e-35
1.1286e+68,2.0708e-35
1.1851e+68,2.8616e-35
1.2443e+68,2.7519e-35
1.3065e+68,2.369e-35
1.3719e+68,1.0691e-35
1.4405e+68,1.0522e-35
1.5125e+68,2.1861e-35
1.5881e+68,3.095e-35
1.6675e+68,2.3436e-35
1.7509e+68,2.5657e-35
1.8384e+68,2.7742e-35
1.9304e+68,2.652e-35
2.0269e+68,3.0667e-35
2.1282e+68,4.1336e-35
2.2346e+68,3.8482e-35
2.3464e+68,3.795e-35
2.4637e+68,2.3856e-35
2.5869e+68,2.134e-35
2.7162e+68,1.0996e-35
2.852e+68,8.9232e-36
2.9946e+68,-3.852e-36
3.1444e+68,-5.653e-36
3.3016e+68,-5.697e-36
3.4667e+68,-5.147e-36
3.64e+68,-9.927e-37
3.822e+68,-9.93e-36
4.0131e+68,-4.357e-36
4.2138e+68,-4.407e-36
4.4244e+68,-8.515e-36
4.6457e+68,-7.569e-36
4.8779e+68,-3.451e-36
5.1218e+68,-6.369e-36
5.3779e+68,-5.07e-36
5.6468e+68,-5.255e-36
5.9292e+68,-1.399e-35
6.2256e+68,-1.561e-35
6.5369e+68,-1.848e-35
6.8638e+68,-1.496e-35
7.2069e+68,-1.454e-35
7.5673e+68,-1.862e-35
7.9457e+68,-1.583e-35
8.3429e+68,-1.448e-35
8.7601e+68,-7.648e-36
9.1981e+68,-7.726e-36
9.658e+68,-1.039e-35
1.0141e+69,-1.384e-35
1.0648e+69,-9.494e-36
1.118e+69,-1.673e-35
1.1739e+69,-1.422e-35
1.2326e+69,-8.474e-36
1.2943e+69,-5.912e-36
1.359e+69,-1.424e-35
1.4269e+69,-1.707e-35
1.4983e+69,-1.864e-35
1.5732e+69,-1.476e-35
1.6518e+69,-1.35e-35
1.7344e+69,-1.155e-35
1.8212e+69,-8.371e-36
1.9122e+69,-6.791e-36
2.0078e+69,-5.517e-36
2.1082e+69,-8.381e-36
2.2136e+69,-5.359e-36
2.3243e+69,-5.389e-36
2.4405e+69,-6.244e-36
2.5626e+69,-5.553e-36
2.6907e+69,-4.204e-36
2.8252e+69,-3.063e-36
2.9665e+69,-4.902e-36
3.1148e+69,-4.919e-36
3.2705e+69,-3.7e-36
3.4341e+69,-3.804e-36
3.6058e+69,-5.612e-36
3.7861e+69,-5.653e-36
3.9754e+69,-3.754e-36
4.1741e+69,-2.9e-36
4.3828e+69,-5.297e-36
4.602e+69,-4.821e-36
4.8321e+69,-5.313e-36
5.0737e+69,-6.297e-36
5.3274e+69,-5.884e-36
5.5937e+69,-3.452e-36
5.8734e+69,-3.613e-36
6.1671e+69,-2.799e-36
6.4754e+69,-9.162e-37
6.7992e+69,2.1732e-37
7.1392e+69,2.0531e-36
7.4961e+69,1.4184e-36
7.8709e+69,1.9657e-36
8.2645e+69,1.7859e-36
8.6777e+69,1.1245e-36
9.1116e+69,8.8017e-37
9.5672e+69,9.2018e-37
1.0046e+70,-6.332e-37
1.0548e+70,-1.517e-36
1.1075e+70,-2.14e-36
1.1629e+70,-2.057e-37
1.221e+70,-1.189e-36
1.2821e+70,-2.882e-36
1.3462e+70,-3.623e-36
1.4135e+70,-4.426e-36
1.4842e+70,-4.341e-36
1.5584e+70,-3.954e-36
1.6363e+70,-4.934e-36
1.7181e+70,-4.82e-36
1.804e+70,-4.806e-36
1.8942e+70,-4.37e-36
1.9889e+70,-5.229e-36
2.0884e+70,-5.648e-36
2.1928e+70,-5.729e-36
2.3025e+70,-4.638e-36
2.4176e+70,-5.318e-36
2.5385e+70,-5.395e-36
2.6654e+70,-5.301e-36
2.7987e+70,-4.664e-36
2.9386e+70,-4.842e-36
3.0855e+70,-3.979e-36
3.2398e+70,-4.055e-36
3.4018e+70,-3.587e-36
3.5719e+70,-2.783e-36
3.7505e+70,-2.64e-36
3.938e+70,-2.301e-36
4.1349e+70,-2.71e-36
4.3416e+70,-2.409e-36
4.5587e+70,-2.494e-36
4.7866e+70,-2.207e-36
5.026e+70,-2.491e-36
5.2773e+70,-1.137e-36
5.5411e+70,-8.065e-37
5.8182e+70,-1.281e-37
6.1091e+70,-6.269e-38
6.4146e+70,1.1414e-37
6.7353e+70,-1.541e-37
7.0721e+70,-5.668e-38
7.4257e+70,3.6178e-37
7.7969e+70,5.1661e-37
8.1868e+70,9.2074e-37
8.5961e+70,9.708e-37
9.0259e+70,1.4473e-36
9.4772e+70,1.7827e-36
9.9511e+70,2.2365e-36
1.0449e+71,2.1231e-36
1.0971e+71,1.8698e-36
1.152e+71,1.7866e-36
1.2096e+71,1.7116e-36
1.27e+71,1.4526e-36
1.3335e+71,1.3731e-36
1.4002e+71,1.3424e-36
1.4702e+71,1.2239e-36
1.5437e+71,1.4059e-36
1.6209e+71,1.2853e-36
1.702e+71,8.5928e-37
1.7871e+71,7.7072e-37
1.8764e+71,9.0439e-37
1.9702e+71,9.7754e-37
2.0688e+71,1.3924e-36
2.1722e+71,9.7632e-37
2.2808e+71,5.6933e-37
2.3948e+71,5.6229e-37
2.5146e+71,6.3872e-37
2.6403e+71,4.5941e-37
2.7723e+71,3.0549e-37
2.911e+71,5.3767e-39
3.0565e+71,-1.925e-37
3.2093e+71,-4.418e-37
3.3698e+71,-4.257e-37
3.5383e+71,-5.728e-37
3.7152e+71,-3.986e-37
3.901e+71,-3.909e-37
4.096e+71,-3.867e-37
4.3008e+71,-2.076e-37
4.5158e+71,-2.341e-37
4.7416e+71,-1.668e-37
4.9787e+71,-1.238e-37
5.2277e+71,-2.234e-37
5.489e+71,-4.316e-39
5.7635e+71,-9.184e-38
6.0517e+71,8.0368e-38
6.3542e+71,-3.965e-38
6.672e+71,-3.615e-38
7.0056e+71,-2.985e-38
7.3558e+71,-9.922e-38
7.7236e+71,-7.622e-38
8.1098e+71,-1.291e-37
8.5153e+71,1.0029e-39
8.9411e+71,1.5294e-37
9.3881e+71,3.7538e-38
9.8575e+71,-1.327e-37
1.035e+72,-2.942e-37
1.0868e+72,-4.452e-37
1.1411e+72,-5.704e-37
1.1982e+72,-4.717e-37
1.2581e+72,-3.558e-37
1.321e+72,-2.103e-37
1.3871e+72,-3.257e-37
1.4564e+72,-3.861e-37
1.5292e+72,-3.602e-37
1.6057e+72,-3.486e-37
1.686e+72,-2.973e-37
1.7703e+72,-3.313e-37
1.8588e+72,-3.444e-37
1.9517e+72,-2.405e-37
2.0493e+72,-1.861e-37
2.1518e+72,-1.227e-37
2.2594e+72,-6.992e-38
2.3723e+72,-4.273e-38
2.4909e+72,-8.988e-38
2.6155e+72,-9.971e-38
2.7463e+72,-7.153e-38
2.8836e+72,-1.606e-37
3.0278e+72,-4.019e-38
3.1791e+72,-1.33e-38
3.3381e+72,-1.563e-38
3.505e+72,2.4694e-38
3.6803e+72,-2.439e-38
3.8643e+72,5.1451e-38
4.0575e+72,3.4254e-38
4.2604e+72,3.8799e-38
4.4734e+72,-6.065e-38
4.697e+72,-1.02e-37
4.9319e+72,-1.337e-37
